Identifiant;Code;Nom;Commune (code INSEE);Commune (nom);Coordonnées;Accessible aux PMR;Mobilier
2758;2758;Couasmes;35206;Noyal-Châtillon-sur-Seiche;48.052721, -1.639566;false;Poteau
2750;2750;Monts Gaultier;35206;Noyal-Châtillon-sur-Seiche;48.039253, -1.680543;true;Poteau
2728;2728;Centre;35206;Noyal-Châtillon-sur-Seiche;48.042695, -1.666039;true;Abri simple
2729;2729;Croix de Pierre;35206;Noyal-Châtillon-sur-Seiche;48.046972, -1.664678;true;Poteau
2730;2730;Croix de Pierre;35206;Noyal-Châtillon-sur-Seiche;48.046239, -1.664794;true;Poteau
2715;2715;Hil-Bintinais;35206;Noyal-Châtillon-sur-Seiche;48.078644, -1.661365;true;Abri simple
2716;2716;Petit Beaulieu;35206;Noyal-Châtillon-sur-Seiche;48.068609, -1.66607;false;Poteau
2708;2708;Centre;35206;Noyal-Châtillon-sur-Seiche;48.042386, -1.665537;true;Abri simple
2710;2710;Petite Saudrais;35206;Noyal-Châtillon-sur-Seiche;48.047169, -1.661203;true;Abri simple
2711;2711;Croix Fleurie;35206;Noyal-Châtillon-sur-Seiche;48.056658, -1.663721;false;Abri simple
3201;3201;Fort Joual;35208;Orgères;47.96981, -1.646041;false;Abri simple
3260;3260;Ormes Blanches;35208;Orgères;47.992951, -1.662898;false;
3257;3257;Haye Longue;35208;Orgères;48.005371, -1.665736;false;
3249;3249;Orgerblon;35208;Orgères;48.014928, -1.663969;true;Abri simple
3250;3250;Orgerblon;35208;Orgères;48.014928, -1.663838;true;Abri simple
3252;3252;Grée du Menay;35208;Orgères;47.959097, -1.680997;false;Poteau
3242;3242;Montenay;35208;Orgères;48.008676, -1.655775;false;Poteau
3246;3246;Collège Récipon;35208;Orgères;48.002386, -1.668891;false;Poteau
3236;3236;Mandonnais;35208;Orgères;48.008589, -1.66102;false;Poteau
3240;3240;Moisonnais;35208;Orgères;48.000067, -1.648028;false;Poteau
3241;3241;Moisonnais;35208;Orgères;48.000042, -1.64796;false;Poteau
3216;3216;Plardière;35208;Orgères;48.009532, -1.666195;true;Poteau
3209;3209;Surcouf;35208;Orgères;47.992563, -1.668787;true;Abri simple
3212;3212;Levant;35208;Orgères;48.000737, -1.666758;true;Abri simple
3108;3108;Duchesse Anne;35210;Pacé;48.150859, -1.771989;true;Abri simple
3178;3178;La Foucheraie;35210;Pacé;48.179545, -1.77501;false;Poteau
3173;3173;Teillais;35210;Pacé;48.148248, -1.763821;true;
3175;3175;Pacé Cimetière;35210;Pacé;48.147682, -1.768483;true;
3170;3170;Beausoleil;35210;Pacé;48.152501, -1.763749;true;
3134;3134;Nominoë;35210;Pacé;48.141622, -1.770457;true;Abri simple
3136;3136;Pont Amelin;35210;Pacé;48.15469, -1.784414;true;Abri simple
3603;3603;Clos des Tilleuls;35216;Parthenay-de-Bretagne;48.191638, -1.827121;false;Abri simple
4803;4803;Sévignière;35022;Bécherel;48.2997, -1.939289;false;Poteau
4804;4804;Bécherel Ecole;35022;Bécherel;48.295814, -1.945629;false;
4805;4805;Bécherel Ecole;35022;Bécherel;48.297203, -1.943328;false;Poteau
9098;9098;Anatole France;35238;Rennes;48.11844, -1.688232;false;
9086;9086;Hôtel Dieu;35238;Rennes;48.117533, -1.677247;false;
5038;5038;Villejean-Université;35238;Rennes;48.121434, -1.702953;true;Poteau
1655;1655;Motte Brûlon;35238;Rennes;48.129787, -1.673922;true;Poteau
1656;1656;Volney;35238;Rennes;48.125261, -1.667791;true;Poteau
1658;1658;Italie;35238;Rennes;48.0865, -1.667379;true;Poteau
1647;1647;Henri Fréville;35238;Rennes;48.087443, -1.674436;true;Abri simple
1640;1640;Lycée Mendès France;35238;Rennes;48.133664, -1.684558;false;Poteau
1643;1643;Chambre Agriculture;35238;Rennes;48.114823, -1.715624;true;Abri auvent
1608;1608;Collège Cleunay;35238;Rennes;48.098331, -1.70864;false;Poteau
1609;1609;Tournebride;35238;Rennes;48.114194, -1.636482;true;Abri simple
1043;1043;Saint-Martin;35238;Rennes;48.123614, -1.684238;true;Abri auvent
1033;1033;Assomption;35238;Rennes;48.12128, -1.655029;true;Abri double
1035;1035;Mirabeau;35238;Rennes;48.123677, -1.645158;true;Abri simple
1036;1036;Donzelot;35238;Rennes;48.125556, -1.64198;true;Abri simple
1037;1037;Gallet;35238;Rennes;48.127801, -1.639871;true;Abri simple
1026;1026;Sainte-Anne;35238;Rennes;48.11482, -1.679242;true;Abri auvent
1029;1029;Fac de Droit;35238;Rennes;48.118281, -1.669591;true;Abri double
1023;1023;Les Halles;35238;Rennes;48.108066, -1.680048;true;Abri double
1024;1024;République;35238;Rennes;48.109977, -1.680268;true;Abri bâti
1015;1015;Champ Jacquet;35238;Rennes;48.11252, -1.680352;false;Poteau
1007;1007;Assomption;35238;Rennes;48.121446, -1.655036;true;Abri simple
2401;2401;Champ Devant;35024;Betton;48.177029, -1.651134;true;Abri double
2406;2406;Betton Centre;35024;Betton;48.181123, -1.637898;true;Abri simple
2456;2456;Pont Brand;35024;Betton;48.178784, -1.660945;true;Abri simple
2448;2448;Trégor;35024;Betton;48.183888, -1.646449;true;Abri simple
2435;2435;Mozart;35024;Betton;48.18312, -1.637107;true;Poteau
2438;2438;Mézières;35024;Betton;48.18499, -1.65024;false;Poteau
2425;2425;Tihouït;35024;Betton;48.163742, -1.625164;false;Abri simple
2407;2407;Haye Renaud Gare;35024;Betton;48.18021, -1.634936;true;Abri simple
2410;2410;Enseigne Abbaye;35024;Betton;48.17135, -1.642053;true;Abri double
2412;2412;Betton Vallée;35024;Betton;48.162059, -1.647356;true;Poteau
1369;1369;Auberge de Jeunesse;35238;Rennes;48.120269, -1.68102;true;Abri simple
1408;1408;Vitré Péguy;35238;Rennes;48.119751, -1.65133;false;Abri simple
1417;1417;Les Arts;35238;Rennes;48.111171, -1.712864;true;Abri simple
1399;1399;Malakoff;35238;Rennes;48.105015, -1.69546;true;Abri simple
1358;1358;Pologne;35238;Rennes;48.091419, -1.651912;true;Abri simple
1356;1356;Galicie;35238;Rennes;48.087458, -1.649853;true;Abri simple
1383;1383;Dargent;35238;Rennes;48.103589, -1.700048;true;Abri simple
1404;1404;Trégain;35238;Rennes;48.126712, -1.658487;true;Abri simple
4006;4006;Pont d'Ohin;35001;Acigné;48.137273, -1.549814;true;Abri simple
4001;4001;Timonière;35001;Acigné;48.137043, -1.526335;true;Abri bâti
4004;4004;Foyer;35001;Acigné;48.133958, -1.537791;true;Abri simple
4013;4013;Verdaudais;35001;Acigné;48.137246, -1.532829;true;Abri simple
4009;4009;Pont d'Ohin;35001;Acigné;48.136816, -1.548448;true;Poteau
4018;4018;Lande;35001;Acigné;48.134021, -1.540447;true;Abri simple
4010;4010;Lande;35001;Acigné;48.134632, -1.542142;true;Poteau
4700;4700;Point du Jour;35139;Laillé;47.978438, -1.713688;true;Abri double
4302;4302;ESAT La Hautière;35131;L'Hermitage;48.118827, -1.822672;false;Abri simple
3503;3503;Montgermont Mairie;35189;Montgermont;48.15574, -1.71654;true;Abri simple
4306;4306;Clairefontaine;35131;L'Hermitage;48.123163, -1.806172;true;Abri simple
4303;4303;L'Hermitage Gare;35131;L'Hermitage;48.123875, -1.817721;true;Abri simple
4320;4320;Abords Frétillé;35131;L'Hermitage;48.131564, -1.826675;false;Poteau
4532;4532;Gévezé Clairville;35120;Gévezé;48.222643, -1.784527;false;Poteau
4316;4316;Noë Biche;35131;L'Hermitage;48.122778, -1.801123;true;Abri simple
2713;2713;Petit Beaulieu;35206;Noyal-Châtillon-sur-Seiche;48.068453, -1.665713;false;Abri simple
2712;2712;Mail Lancé;35206;Noyal-Châtillon-sur-Seiche;48.06368, -1.66369;false;Abri simple
2723;2723;Molène;35206;Noyal-Châtillon-sur-Seiche;48.038355, -1.670616;false;Poteau
2724;2724;Bray;35206;Noyal-Châtillon-sur-Seiche;48.028619, -1.659907;false;Poteau
3202;3202;Frogerais;35208;Orgères;47.975399, -1.651256;false;Abri simple
3858;3858;Vivier des Bois;35196;Mordelles;48.08823, -1.798671;false;Abri simple
3851;3851;Mordelles Pâtis;35196;Mordelles;48.074582, -1.853723;true;Abri double
3861;3861;Croix Ignon;35196;Mordelles;48.081392, -1.827027;false;Poteau
3514;3514;Fougerolle;35189;Montgermont;48.157089, -1.723308;true;Abri simple
3511;3511;Courtines;35189;Montgermont;48.157373, -1.714588;true;Poteau
3880;3880;Morvan Lebesque;35196;Mordelles;48.071465, -1.841111;false;
2763;2763;Launay Hyon;35206;Noyal-Châtillon-sur-Seiche;48.067167, -1.659257;false;Poteau
2704;2704;Janais;35206;Noyal-Châtillon-sur-Seiche;48.059279, -1.7013;false;Abri simple
2707;2707;Potiers;35206;Noyal-Châtillon-sur-Seiche;48.040768, -1.671907;true;Abri auvent
3412;3412;La Croix de l'Epine;35204;Nouvoitou;48.02933, -1.564303;false;Poteau
3410;3410;Langlois;35204;Nouvoitou;48.040076, -1.550197;true;Abri simple
2768;2768;Couasmes;35206;Noyal-Châtillon-sur-Seiche;48.052734, -1.639682;false;
2749;2749;Touche Tizon;35206;Noyal-Châtillon-sur-Seiche;48.055865, -1.701124;false;Abri simple
2761;2761;Lande de Pinçon;35206;Noyal-Châtillon-sur-Seiche;48.04483, -1.673538;false;Poteau
2755;2755;Abords Rouvray;35206;Noyal-Châtillon-sur-Seiche;48.059593, -1.663433;false;Poteau
2760;2760;La Garde;35206;Noyal-Châtillon-sur-Seiche;48.048559, -1.632144;false;Poteau
